,Rutas,NetoMN,NetoUSD,ImpuestoMN,ImpuestosUSD,TotalMN,TotalUSD,ComisionMN,ComisionUSD,EfectivoMN,EfectivoUSD,CuentaCorrienteMN,CuentaCorrienteUSD,Agencia,Gestion,Mes
1408,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1410,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,3
1412,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,3
1414,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,3
1416,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1418,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,3
1420,LPB-VVI,367,0,86,0,453,0,0,0,453,0,0,0,LA PAZ AEROPUERTO,2020,3
1422,LPB-VVI,367,0,86,0,453,0,0,0,453,0,0,0,OFICINA LPB ZONA SUR,2020,3
1424,LPB-VVI,367,0,86,0,453,0,0,0,453,0,0,0,OFICINA LPB ZONA SUR,2020,3
1426,LPB-CIJ,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,3
1428,LPB-CIJ,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,3
1430,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,3
1432,LPB-CBB-SRE,180,0,50,0,230,0,0,0,230,0,0,0,LA PAZ CIUDAD,2020,3
1434,LPB-VVI,77,0,15,0,92,0,0,0,0,0,0,0,OFICINA LPB ZONA SUR,2020,3
1437,LPB-VVI,77,0,15,0,92,0,0,0,0,0,0,0,LA PAZ CIUDAD,2020,3
1440,LPB-CBB,140,0,42,0,182,0,0,0,182,0,0,0,LA PAZ CIUDAD,2020,3
1442,LPB-CBB,140,0,42,0,182,0,0,0,182,0,0,0,OFICINA LPB ZONA SUR,2020,3
1444,LPB-CBB,140,0,42,0,182,0,0,0,182,0,0,0,LA PAZ AEROPUERTO,2020,3
1446,LPB-CBB,14,0,4,0,18,0,0,0,18,0,0,0,LA PAZ AEROPUERTO,2020,3
1448,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ CIUDAD,2020,3
1450,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ AEROPUERTO,2020,3
1460,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,3
1462,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,3
1464,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1466,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,3
1468,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,3
1470,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,3
1472,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,3
1474,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1479,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1481,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,3
1483,LPB-CBB-SRE,241,0,62,0,303,0,0,0,303,0,0,0,LA PAZ CIUDAD,2020,3
1485,LPB-CBB-SRE,241,0,62,0,303,0,0,0,303,0,0,0,LA PAZ CIUDAD,2020,3
1487,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,3
1489,LPB-CBB,102,0,20,0,122,0,0,0,0,0,0,0,LA PAZ CIUDAD,2020,3
1492,LPB-CBB,193,0,52,0,245,0,0,0,245,0,0,0,OFICINA LPB ZONA SUR,2020,3
1494,LPB-CBB,32,0,7,0,39,0,0,0,0,0,39,0,LA PAZ CIUDAD,2020,3
1499,CIJ-LPB-CIJ,816,0,172,0,988,0,0,0,0,0,988,0,LA PAZ AEROPUERTO,2020,3
1502,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,3
1504,LPB-CIJ,600,0,130,0,730,0,0,0,730,0,0,0,LA PAZ CIUDAD,2020,3
1506,LPB-CBB,202,0,55,0,257,0,0,0,0,0,257,0,OFICINA LPB ZONA SUR,2020,3
1509,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,3
1511,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1513,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,OFICINA LPB ZONA SUR,2020,3
1515,LPB-CBB-TJA-CBB-LPB,869,0,182,0,1051,0,0,0,1051,0,0,0,LA PAZ CIUDAD,2020,3
1525,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,3
1527,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,3
1529,LPB-CBB-TJA,132,0,41,0,173,0,0,0,0,0,0,0,OFICINA LPB ZONA SUR,2020,3
1532,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1534,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1536,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,3
1538,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,3
1540,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,3
1542,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1544,LPB-CIJ,487,0,109,0,596,0,0,0,596,0,0,0,LA PAZ CIUDAD,2020,3
1546,LPB-CBB,30,0,5,0,35,0,0,0,0,0,0,0,OFICINA LPB ZONA SUR,2020,3
1549,LPB-CBB,30,0,5,0,35,0,0,0,0,0,0,0,OFICINA LPB ZONA SUR,2020,3
1552,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,3
1554,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1556,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,3
1558,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1561,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,3
1563,LPB-CBB,242,0,62,0,304,0,0,0,304,0,0,0,LA PAZ AEROPUERTO,2020,3
1565,LPB-VVI,29,0,6,0,35,0,0,0,35,0,0,0,LA PAZ CIUDAD,2020,3
1567,LPB-VVI,367,0,86,0,453,0,0,0,453,0,0,0,LA PAZ CIUDAD,2020,3
1569,LPB-CBB,140,0,42,0,182,0,0,0,0,0,182,0,OFICINA LPB ZONA SUR,2020,3
1572,LPB-CBB-EZE,0,187,0,104.09,0,291.09,0,0,2025.99,0,0,0,LA PAZ CIUDAD,2020,3
1574,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,3
1576,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,3
1578,LPB-CBB-SRE-CBB-LPB,528,0,116,0,644,0,0,0,644,0,0,0,LA PAZ CIUDAD,2020,3
1580,LPB-VVI-LPB,580,0,141,0,721,0,0,0,721,0,0,0,LA PAZ CIUDAD,2020,3
1582,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,3
1592,SRE-CBB-LPB,359,0,69,0,428,0,0,0,428,0,0,0,LA PAZ AEROPUERTO,2020,3
1594,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1596,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,3
1598,LPB-VVI,29,0,6,0,35,0,0,0,35,0,0,0,LA PAZ AEROPUERTO,2020,3
1600,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,3
1602,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,3
1604,LPB-CBB,133,0,41,0,174,0,0,0,174,0,0,0,OFICINA LPB ZONA SUR,2020,3
1606,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1608,TJA-CBB-LPB-CBB-TJA,844,0,177,0,1021,0,0,0,1021,0,0,0,OFICINA LPB ZONA SUR,2020,3
1610,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,3
1612,LPB-CBB-LPB,280,0,84,0,364,0,0,0,364,0,0,0,LA PAZ AEROPUERTO,2020,3
1614,LPB-CBB-LPB,280,0,84,0,364,0,0,0,364,0,0,0,LA PAZ AEROPUERTO,2020,3
1616,LPB-CBB-LPB,280,0,84,0,364,0,0,0,364,0,0,0,LA PAZ AEROPUERTO,2020,3
1618,LPB-CBB-LPB,280,0,84,0,364,0,0,0,364,0,0,0,OFICINA LPB ZONA SUR,2020,3
1620,LPB-CBB-LPB,310,0,89,0,399,0,0,0,399,0,0,0,LA PAZ CIUDAD,2020,3
1622,CBB-LPB,202,0,55,0,257,0,0,0,0,0,257,0,LA PAZ CIUDAD,2020,3
1625,CBB-LPB,202,0,55,0,257,0,0,0,0,0,257,0,OFICINA LPB ZONA SUR,2020,3
1628,LPB-CBB-TJA,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,3
1630,LPB-CBB,140,0,42,0,182,0,0,0,182,0,0,0,LA PAZ CIUDAD,2020,3
1632,LPB-CBB,126,0,40,0,166,0,0,0,166,0,0,0,LA PAZ AEROPUERTO,2020,3
1634,LPB-CBB-TJA,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,3
1636,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,3
1638,LPB-VVI,290,0,71,0,361,0,0,0,0,0,361,0,LA PAZ AEROPUERTO,2020,4
1641,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,4
1643,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,4
1645,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,4
1647,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,4
1657,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,4
1659,LPB-VVI,261,0,66,0,327,0,0,0,327,0,0,0,LA PAZ CIUDAD,2020,4
1661,LPB-VVI-LPB,580,0,141,0,721,0,0,0,721,0,0,0,LA PAZ CIUDAD,2020,4
1663,LPB-VVI,290,0,71,0,361,0,0,0,0,0,361,0,OFICINA LPB ZONA SUR,2020,4
1666,LPB-CIJ,113,0,21,0,134,0,0,0,0,0,0,0,LA PAZ AEROPUERTO,2020,4
1669,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,4
1671,LPB-VVI,77,0,15,0,92,0,0,0,0,0,92,0,OFICINA LPB ZONA SUR,2020,4
1676,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,4
1678,LPB-CBB-TJA,353,0,83,0,436,0,0,0,436,0,0,0,LA PAZ AEROPUERTO,2020,4
1680,LPB-CBB,140,0,42,0,182,0,0,0,182,0,0,0,OFICINA LPB ZONA SUR,2020,4
1682,LPB-CBB,140,0,42,0,182,0,0,0,182,0,0,0,LA PAZ AEROPUERTO,2020,4
1684,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,4
1686,CBB-LPB,193,0,52,0,245,0,0,0,245,0,0,0,LA PAZ CIUDAD,2020,4
1688,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,4
1690,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,4
1692,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,4
1694,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,4
1696,VVI-LPB,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,4
1698,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,4
1700,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,4
1702,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,4
1704,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,4
1706,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,4
1708,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,4
1710,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,4
1712,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,4
1714,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,4
1724,LPB-CBB-VVI,534,0,118,0,652,0,0,0,652,0,0,0,LA PAZ CIUDAD,2020,4
1726,LPB-CBB-VVI,534,0,118,0,652,0,0,0,652,0,0,0,OFICINA LPB ZONA SUR,2020,4
1728,LPB-CBB-SRE-CBB-LPB,528,0,116,0,644,0,0,0,644,0,0,0,LA PAZ AEROPUERTO,2020,4
1730,LPB-CBB-SRE-CBB-LPB,528,0,116,0,644,0,0,0,644,0,0,0,OFICINA LPB ZONA SUR,2020,4
1732,LPB-VVI,261,0,66,0,327,0,0,0,327,0,0,0,LA PAZ AEROPUERTO,2020,4
1734,LPB-VVI,261,0,66,0,327,0,0,0,327,0,0,0,OFICINA LPB ZONA SUR,2020,4
1736,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,4
1738,LPB-VVI,261,0,66,0,327,0,0,0,327,0,0,0,LA PAZ AEROPUERTO,2020,4
1740,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,4
1742,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,4
1744,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,4
1746,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,4
1748,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,4
1750,LPB-CBB-TDD-CBB-LPB,360,0,84,0,444,0,0,0,0,0,444,0,OFICINA LPB ZONA SUR,2020,4
1753,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ AEROPUERTO,2020,4
1755,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ CIUDAD,2020,4
1757,LPB-VVI-LPB,580,0,141,0,721,0,0,0,721,0,0,0,LA PAZ AEROPUERTO,2020,4
1759,LPB-VVI-LPB,580,0,141,0,721,0,0,0,721,0,0,0,OFICINA LPB ZONA SUR,2020,4
1761,LPB-VVI,77,0,15,0,92,0,0,0,0,0,0,0,LA PAZ CIUDAD,2020,4
1764,LPB-CBB-LPB,340,0,96,0,436,0,0,0,436,0,0,0,LA PAZ AEROPUERTO,2020,4
1766,LPB-CBB-EZE,0,203,0,106.48,0,309.48,0,0,0,309.48,0,0,LA PAZ CIUDAD,2020,4
1768,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,4
1770,CBB-VVI,142,0,42,0,184,0,0,0,184,0,0,0,OFICINA LPB ZONA SUR,2020,4
1772,LPB-VVI,261,0,66,0,327,0,0,0,327,0,0,0,LA PAZ CIUDAD,2020,4
1774,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,4
1776,LPB-VVI,359,0,84,0,443,0,0,0,443,0,0,0,LA PAZ CIUDAD,2020,4
1778,LPB-VVI,149,0,28,0,177,0,0,0,0,0,0,0,LA PAZ CIUDAD,2020,4
1789,LPB-CIJ,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,4
1791,LPB-CBB,170,0,48,0,218,0,0,0,0,0,218,0,LA PAZ CIUDAD,2020,4
1794,CBB-LPB,242,0,62,0,304,0,0,0,0,0,304,0,LA PAZ AEROPUERTO,2020,4
1797,CBB-LPB,242,0,62,0,304,0,0,0,0,0,304,0,LA PAZ CIUDAD,2020,4
1800,CBB-LPB,140,0,42,0,182,0,0,0,0,0,182,0,OFICINA LPB ZONA SUR,2020,4
1803,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,4
1805,LPB-CIJ,487,0,109,0,596,0,0,0,0,0,596,0,LA PAZ AEROPUERTO,2020,4
1808,LPB-CIJ,487,0,109,0,596,0,0,0,0,0,596,0,LA PAZ AEROPUERTO,2020,4
1811,LPB-CIJ,49,0,10,0,59,0,0,0,0,0,59,0,LA PAZ CIUDAD,2020,4
1814,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,4
1816,LPB-VVI,367,0,86,0,453,0,0,0,453,0,0,0,LA PAZ CIUDAD,2020,4
1818,LPB-VVI,290,0,71,0,361,0,0,0,0,0,361,0,LA PAZ CIUDAD,2020,4
1821,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,4
1823,LPB-VVI,243,0,46,0,289,0,0,0,0,0,289,0,LA PAZ AEROPUERTO,2020,4
1828,LPB-VVI,290,0,71,0,361,0,0,0,0,0,361,0,LA PAZ CIUDAD,2020,4
1831,LPB-CBB-SRE,101,0,20,0,121,0,0,0,0,0,121,0,LA PAZ AEROPUERTO,2020,4
1836,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,4
1838,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,4
1840,LPB-CIJ,600,0,130,0,730,0,0,0,730,0,0,0,LA PAZ CIUDAD,2020,4
1842,LPB-CBB-LPB,484,0,123,0,607,0,0,0,607,0,0,0,LA PAZ CIUDAD,2020,4
1844,LPB-CBB-LPB,386,0,104,0,490,0,0,0,490,0,0,0,LA PAZ AEROPUERTO,2020,4
1866,CBB-LPB,242,0,62,0,304,0,0,0,304,0,0,0,OFICINA LPB ZONA SUR,2020,4
1868,CBB-LPB,242,0,62,0,304,0,0,0,304,0,0,0,OFICINA LPB ZONA SUR,2020,4
1870,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,4
1872,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,4
1874,LPB-CBB-LPB,340,0,96,0,436,0,0,0,436,0,0,0,OFICINA LPB ZONA SUR,2020,4
1876,LPB-CBB-TJA,83,0,0,0,83,0,0,0,0,0,0,0,LA PAZ AEROPUERTO,2020,4
1879,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,4
1881,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,4
1883,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,4
1885,LPB-CBB,133,0,41,0,174,0,0,0,174,0,0,0,LA PAZ AEROPUERTO,2020,4
1887,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,4
1889,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,4
1891,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,4
1893,VVI-LPB,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,4
1895,LPB-CBB-TJA,353,0,83,0,436,0,0,0,436,0,0,0,LA PAZ AEROPUERTO,2020,4
1897,LPB-CBB-TJA,353,0,83,0,436,0,0,0,436,0,0,0,OFICINA LPB ZONA SUR,2020,4
1899,LPB-CBB-TJA,35,0,8,0,43,0,0,0,43,0,0,0,LA PAZ CIUDAD,2020,4
1901,VVI-LPB,290,0,71,0,361,0,0,0,0,0,361,0,LA PAZ AEROPUERTO,2020,4
1904,VVI-LPB,290,0,71,0,361,0,0,0,0,0,361,0,OFICINA LPB ZONA SUR,2020,4
1907,VVI-LPB,290,0,71,0,361,0,0,0,0,0,361,0,LA PAZ AEROPUERTO,2020,4
1910,LPB-CBB,170,0,48,0,218,0,0,0,0,0,218,0,OFICINA LPB ZONA SUR,2020,4
1921,LPB-CBB,170,0,48,0,218,0,0,0,0,0,218,0,LA PAZ AEROPUERTO,2020,4
1924,LPB-CBB,170,0,48,0,218,0,0,0,0,0,218,0,LA PAZ CIUDAD,2020,4
1927,LPB-CBB-TJA,422,0,97,0,519,0,0,0,0,0,519,0,LA PAZ CIUDAD,2020,4
1930,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,4
1932,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,4
1934,CBB-VVI,59,0,11,0,70,0,0,0,0,0,0,0,LA PAZ AEROPUERTO,2020,4
1937,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,4
1939,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,4
1941,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,4
1943,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,4
1945,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ AEROPUERTO,2020,4
1953,LPB-VVI,290,0,71,0,361,0,0,0,0,0,361,0,LA PAZ AEROPUERTO,2020,4
1956,LPB-VVI,367,0,86,0,453,0,0,0,453,0,0,0,OFICINA LPB ZONA SUR,2020,4
1958,LPB-CBB,30,0,6,0,36,0,0,0,0,0,0,0,LA PAZ AEROPUERTO,2020,4
1961,LPB-CBB,30,0,6,0,36,0,0,0,0,0,0,0,LA PAZ AEROPUERTO,2020,4
1964,LPB-CBB,7,0,1,0,8,0,0,0,0,0,0,0,LA PAZ AEROPUERTO,2020,4
1967,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,4
1972,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ CIUDAD,2020,4
1974,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,4
1976,LPB-CBB-SRE,46,0,9,0,55,0,0,0,0,0,0,0,LA PAZ CIUDAD,2020,4
1987,LPB-CBB-LPB,372,0,102,0,474,0,0,0,474,0,0,0,LA PAZ CIUDAD,2020,4
1989,LPB-CBB-TJA,353,0,83,0,436,0,0,0,436,0,0,0,OFICINA LPB ZONA SUR,2020,4
1991,LPB-CBB-TJA,353,0,83,0,436,0,0,0,436,0,0,0,LA PAZ CIUDAD,2020,4
1993,LPB-CBB,133,0,41,0,174,0,0,0,174,0,0,0,LA PAZ AEROPUERTO,2020,4
1995,LPB-CBB,133,0,41,0,174,0,0,0,174,0,0,0,LA PAZ CIUDAD,2020,4
1997,LPB-CBB,133,0,41,0,174,0,0,0,174,0,0,0,LA PAZ AEROPUERTO,2020,4
1999,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,LA PAZ AEROPUERTO,2020,4
2001,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ CIUDAD,2020,4
2003,LPB-CBB-LPB,404,0,108,0,512,0,0,0,512,0,0,0,LA PAZ CIUDAD,2020,4
2005,LPB-CBB-TJA,422,0,97,0,519,0,0,0,519,0,0,0,LA PAZ CIUDAD,2020,4
2007,LPB-CBB,202,0,55,0,257,0,0,0,0,0,257,0,OFICINA LPB ZONA SUR,2020,4
2010,LPB-CBB,193,0,52,0,245,0,0,0,0,0,245,0,OFICINA LPB ZONA SUR,2020,4
2013,LPB-CBB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ AEROPUERTO,2020,4
2015,LPB-VVI,367,0,86,0,453,0,0,0,453,0,0,0,OFICINA LPB ZONA SUR,2020,4
2017,LPB-VVI,367,0,86,0,453,0,0,0,453,0,0,0,LA PAZ AEROPUERTO,2020,4
2019,LPB-CBB,62,0,13,0,75,0,0,0,0,0,0,0,OFICINA LPB ZONA SUR,2020,4
2022,LPB-CBB,62,0,13,0,75,0,0,0,0,0,0,0,LA PAZ CIUDAD,2020,4
2025,LPB-VVI,367,0,86,0,453,0,0,0,453,0,0,0,LA PAZ AEROPUERTO,2020,4
2027,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,4
2029,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,4
2031,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,LA PAZ CIUDAD,2020,4
2033,LPB-VVI,290,0,71,0,361,0,0,0,361,0,0,0,OFICINA LPB ZONA SUR,2020,4
2035,CBB-LPB,242,0,62,0,304,0,0,0,304,0,0,0,LA PAZ CIUDAD,2020,4
2037,LPB-CBB,170,0,48,0,218,0,0,0,218,0,0,0,OFICINA LPB ZONA SUR,2020,4
2039,LPB-VVI,367,0,86,0,453,0,0,0,453,0,0,0,LA PAZ CIUDAD,2020,4
2041,CBB-LPB,202,0,55,0,257,0,0,0,257,0,0,0,LA PAZ AEROPUERTO,2020,4
2043,LPB-CBB,170,0,48,0,218,0,0,0,0,0,218,0,OFICINA LPB ZONA SUR,2020,4
2054,LPB-CBB,133,0,41,0,174,0,0,0,0,0,174,0,LA PAZ AEROPUERTO,2020,4
2057,LPB-CBB,133,0,41,0,174,0,0,0,0,0,174,0,OFICINA LPB ZONA SUR,2020,4
2060,LPB-CIJ,290,0,71,0,361,0,0,0,0,0,361,0,LA PAZ AEROPUERTO,2020,4
2063,LPB-CIJ,290,0,71,0,361,0,0,0,0,0,361,0,LA PAZ CIUDAD,2020,4
2066,LPB-CIJ,197,0,38,0,235,0,0,0,0,0,0,0,OFICINA LPB ZONA SUR,2020,4
2069,LPB-CIJ,261,0,66,0,327,0,0,0,327,0,0,0,OFICINA LPB ZONA SUR,2020,4
2071,LPB-VVI,261,0,66,0,327,0,0,0,327,0,0,0,OFICINA LPB ZONA SUR,2020,4
